dteday,season_hour,year_hour,month_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,humidity,windspeed_hour,casual_hour,registered_hour,cnt_hour,hour_category,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum,windspeed_day,casual_day,registered_day,cnt_day,month_name,usage_category,usage_manual
2011-07-29,Fall,2011,7,11,0,5,1,Clear,0.92,0.8788,0.4,0.2985,43,118,161,Pagi,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,12,0,5,1,Clear,0.96,0.8636,0.31,0.2836,40,95,135,Pagi,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,13,0,5,1,Clear,0.94,0.8333,0.31,0.0,42,114,156,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,14,0,5,1,Clear,0.96,0.8636,0.3,0.2239,34,114,148,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,15,0,5,1,Clear,0.96,0.8636,0.3,0.2537,40,129,169,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,16,0,5,1,Clear,0.96,0.8636,0.3,0.3881,35,198,233,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,17,0,5,1,Clear,0.96,0.8636,0.3,0.2985,47,374,421,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,18,0,5,1,Clear,0.92,0.8636,0.37,0.3284,49,313,362,Siang,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,19,0,5,1,Clear,0.9,0.8485,0.42,0.2239,22,219,241,Malam,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,20,0,5,1,Clear,0.86,0.7879,0.41,0.3284,53,153,206,Malam,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,21,0,5,1,Clear,0.82,0.7576,0.46,0.1642,29,134,163,Malam,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,22,0,5,1,Clear,0.8,0.7424,0.49,0.2239,47,127,174,Malam,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-29,Fall,2011,7,23,0,5,1,Clear,0.78,0.7121,0.52,0.1045,26,90,116,Malam,Fall,2011,7,0,5,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,July,Medium,Medium
2011-07-30,Fall,2011,7,0,0,6,0,Clear,0.76,0.697,0.55,0.194,60,73,133,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,1,0,6,0,Clear,0.76,0.697,0.55,0.0896,15,75,90,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,2,0,6,0,Clear,0.76,0.697,0.55,0.1045,11,31,42,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,3,0,6,0,Clear,0.74,0.6818,0.62,0.1642,18,25,43,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,4,0,6,0,Clear,0.72,0.6818,0.66,0.1642,4,6,10,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,5,0,6,0,Clear,0.72,0.6818,0.7,0.2836,4,9,13,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,6,0,6,0,Clear,0.72,0.6818,0.7,0.2985,6,18,24,Dini Hari,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,7,0,6,0,Clear,0.76,0.7273,0.66,0.194,3,39,42,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,8,0,6,0,Clear,0.78,0.7424,0.59,0.2239,27,87,114,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,9,0,6,0,Clear,0.82,0.7576,0.46,0.2985,49,125,174,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,10,0,6,0,Clear,0.82,0.7424,0.41,0.2985,79,182,261,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,11,0,6,0,Clear,0.84,0.7424,0.36,0.194,111,206,317,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,12,0,6,0,Clear,0.84,0.7273,0.32,0.1642,111,230,341,Pagi,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,13,0,6,0,Clear,0.88,0.7576,0.29,0.0,125,183,308,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,14,0,6,0,Clear,0.9,0.7879,0.29,0.0,112,193,305,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,15,0,6,0,Clear,0.9,0.803,0.31,0.1343,113,189,302,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,16,0,6,0,Clear,0.9,0.7879,0.27,0.2239,126,176,302,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,17,0,6,0,Clear,0.9,0.7879,0.29,0.1045,93,209,302,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,18,0,6,0,Clear,0.88,0.7576,0.28,0.194,92,207,299,Siang,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,19,0,6,0,Clear,0.74,0.6515,0.33,0.2239,101,155,256,Malam,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,20,0,6,0,Clear,0.82,0.7424,0.43,0.1343,74,132,206,Malam,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,21,0,6,0,Clear,0.8,0.7424,0.49,0.1642,82,123,205,Malam,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,22,0,6,0,Clear,0.78,0.7121,0.52,0.1045,80,129,209,Malam,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-30,Fall,2011,7,23,0,6,0,Clear,0.76,0.697,0.55,0.0896,63,114,177,Malam,Fall,2011,7,0,6,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,July,Medium,Medium
2011-07-31,Fall,2011,7,0,0,0,0,Clear,0.76,0.697,0.55,0.0896,33,80,113,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,1,0,0,0,Clear,0.74,0.6818,0.62,0.0896,8,71,79,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,2,0,0,0,Clear,0.74,0.697,0.66,0.0896,19,48,67,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,3,0,0,0,Clear,0.74,0.697,0.66,0.0,24,26,50,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,4,0,0,0,Clear,0.72,0.6818,0.7,0.0,6,7,13,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,5,0,0,0,Clear,0.72,0.6818,0.69,0.0,4,4,8,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,6,0,0,0,Clear,0.74,0.697,0.7,0.0,5,8,13,Dini Hari,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,7,0,0,0,Clear,0.74,0.6818,0.58,0.1343,19,26,45,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,8,0,0,0,Clear,0.76,0.697,0.55,0.2239,54,88,142,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,9,0,0,0,Clear,0.8,0.7424,0.49,0.0,55,128,183,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,10,0,0,0,Clear,0.84,0.7424,0.36,0.1642,91,163,254,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,11,0,0,0,Clear,0.86,0.7424,0.28,0.1642,112,163,275,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,12,0,0,0,Clear,0.9,0.7727,0.25,0.194,146,192,338,Pagi,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,13,0,0,0,Clear,0.9,0.7727,0.24,0.1343,142,152,294,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,14,0,0,0,Clear,0.9,0.7727,0.24,0.1642,130,196,326,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,15,0,0,0,Clear,0.92,0.7727,0.18,0.2985,109,184,293,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,16,0,0,0,Clear,0.92,0.7727,0.17,0.2836,98,208,306,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,17,0,0,0,Clear,0.92,0.7727,0.16,0.1642,114,206,320,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,18,0,0,0,Clear,0.86,0.7879,0.41,0.2836,91,213,304,Siang,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,19,0,0,0,Clear,0.8,0.7576,0.55,0.3284,87,187,274,Malam,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,20,0,0,0,Clear,0.8,0.7576,0.55,0.3284,70,205,275,Malam,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,21,0,0,0,Clear,0.78,0.7424,0.59,0.2985,68,96,164,Malam,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,22,0,0,0,Clear,0.74,0.697,0.7,0.2985,25,71,96,Malam,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-07-31,Fall,2011,7,23,0,0,0,Clear,0.74,0.697,0.66,0.2239,14,56,70,Malam,Fall,2011,7,0,0,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,July,Medium,Medium
2011-08-01,Fall,2011,8,0,0,1,1,Clear,0.72,0.6818,0.7,0.2239,7,22,29,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,1,0,1,1,Clear,0.72,0.697,0.74,0.194,5,12,17,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,2,0,1,1,Clear,0.7,0.6667,0.74,0.1045,4,7,11,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,3,0,1,1,Clear,0.7,0.6667,0.79,0.1642,0,4,4,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,4,0,1,1,Clear,0.66,0.6061,0.83,0.1343,2,2,4,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,5,0,1,1,Clear,0.66,0.6061,0.83,0.1045,2,24,26,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,6,0,1,1,Clear,0.66,0.6061,0.83,0.0896,3,97,100,Dini Hari,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,7,0,1,1,Clear,0.74,0.6818,0.62,0.0,24,258,282,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,8,0,1,1,Clear,0.8,0.7273,0.43,0.194,35,347,382,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,9,0,1,1,Clear,0.82,0.7424,0.41,0.0,27,139,166,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,10,0,1,1,Clear,0.86,0.7576,0.36,0.1642,27,70,97,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,11,0,1,1,Clear,0.88,0.7727,0.32,0.1642,53,66,119,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,12,0,1,1,Clear,0.9,0.803,0.33,0.2537,53,115,168,Pagi,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,13,0,1,1,Clear,0.9,0.803,0.31,0.2985,38,112,150,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,14,0,1,1,Clear,0.92,0.8182,0.29,0.194,37,86,123,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,15,0,1,1,Clear,0.9,0.7879,0.27,0.0,52,77,129,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,16,0,1,1,Clear,0.9,0.7879,0.27,0.0,34,197,231,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,17,0,1,1,Clear,0.76,0.6818,0.45,0.2985,69,445,514,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,18,0,1,1,Clear,0.78,0.697,0.43,0.194,68,475,543,Siang,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,19,0,1,1,Clear,0.74,0.6667,0.51,0.2239,63,350,413,Malam,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,20,0,1,1,Clear,0.72,0.6818,0.62,0.2239,49,256,305,Malam,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,21,0,1,1,Clear,0.7,0.6515,0.7,0.2537,42,178,220,Malam,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,22,0,1,1,Clear,0.7,0.6515,0.7,0.0896,21,116,137,Malam,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-01,Fall,2011,8,23,0,1,1,Clear,0.68,0.6364,0.74,0.194,14,82,96,Malam,Fall,2011,8,0,1,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,August,Medium,Medium
2011-08-02,Fall,2011,8,0,0,2,1,Clear,0.66,0.6212,0.74,0.0,11,18,29,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,1,0,2,1,Clear,0.66,0.6212,0.74,0.1045,4,8,12,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,2,0,2,1,Clear,0.68,0.6364,0.69,0.0,2,6,8,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,3,0,2,1,Clear,0.66,0.6212,0.74,0.194,0,5,5,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,4,0,2,1,Clear,0.66,0.6212,0.74,0.1045,0,10,10,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,5,0,2,1,Clear,0.66,0.6212,0.74,0.1343,4,17,21,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,6,0,2,1,Clear,0.68,0.6364,0.69,0.1045,12,105,117,Dini Hari,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,7,0,2,1,Clear,0.72,0.6667,0.61,0.2836,15,320,335,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,8,0,2,1,Clear,0.74,0.6818,0.58,0.2836,37,398,435,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,9,0,2,1,Clear,0.78,0.697,0.46,0.2985,31,182,213,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,10,0,2,1,Clear,0.82,0.7273,0.36,0.2985,50,90,140,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,11,0,2,1,Clear,0.84,0.7273,0.32,0.4179,32,96,128,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,12,0,2,1,Clear,0.86,0.7424,0.3,0.2836,45,112,157,Pagi,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,13,0,2,1,Clear,0.86,0.7424,0.3,0.2239,50,153,203,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,14,0,2,1,Clear,0.9,0.7727,0.25,0.2836,45,114,159,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,15,0,2,1,Clear,0.9,0.7727,0.25,0.2836,48,120,168,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,16,0,2,1,Clear,0.9,0.7727,0.25,0.2836,58,216,274,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,17,0,2,1,Mist,0.9,0.7879,0.27,0.1343,63,493,556,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,18,0,2,1,Mist,0.86,0.7576,0.34,0.194,65,491,556,Siang,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,19,0,2,1,Mist,0.86,0.7576,0.36,0.2239,85,369,454,Malam,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,20,0,2,1,Mist,0.82,0.7576,0.46,0.2537,40,248,288,Malam,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,21,0,2,1,Clear,0.8,0.7424,0.52,0.2239,53,201,254,Malam,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,22,0,2,1,Mist,0.78,0.7424,0.59,0.1642,22,169,191,Malam,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-02,Fall,2011,8,23,0,2,1,Mist,0.8,0.7424,0.49,0.1642,29,103,132,Malam,Fall,2011,8,0,2,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,August,Medium,Medium
2011-08-03,Fall,2011,8,0,0,3,1,Mist,0.8,0.7424,0.49,0.1642,11,32,43,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,1,0,3,1,Mist,0.78,0.7121,0.52,0.1642,7,9,16,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,2,0,3,1,Mist,0.78,0.7121,0.49,0.1642,2,9,11,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,3,0,3,1,Mist,0.76,0.697,0.55,0.0896,0,4,4,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,4,0,3,1,Mist,0.76,0.697,0.52,0.1642,0,7,7,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,5,0,3,1,Mist,0.76,0.697,0.55,0.0896,2,22,24,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,6,0,3,1,Light Rain/Snow,0.72,0.6818,0.66,0.4925,9,101,110,Dini Hari,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,7,0,3,1,Mist,0.74,0.6667,0.51,0.2239,19,252,271,Pagi,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,8,0,3,1,Mist,0.74,0.6667,0.51,0.1642,29,408,437,Pagi,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,9,0,3,1,Mist,0.74,0.6818,0.55,0.194,23,172,195,Pagi,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,10,0,3,1,Light Rain/Snow,0.74,0.6818,0.58,0.0896,9,59,68,Pagi,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
2011-08-03,Fall,2011,8,11,0,3,1,Mist,0.74,0.6818,0.58,0.1045,29,93,122,Pagi,Fall,2011,8,0,3,1,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574,August,Low,Medium
